,date,no1,no2,no3,no4,no5,no6,no7,singular,plural,l10,l20,l30,l40,l50
1857,2009-02-10,4,6,14,21,24,48,8,1,5,2,1,2,0,1
1858,2009-02-07,9,12,42,44,45,48,35,2,4,1,1,0,0,4
1859,2009-02-05,3,23,25,36,46,47,20,4,2,1,0,2,1,2
1860,2009-02-03,8,12,26,31,44,46,42,1,5,1,1,1,1,2
1861,2009-01-31,4,9,10,14,24,29,38,2,4,3,1,2,0,0
1862,2009-01-29,6,8,9,17,25,36,4,3,3,3,1,1,1,0
1863,2009-01-27,7,13,17,21,42,45,36,5,1,1,2,1,0,2
1864,2009-01-25,4,12,19,40,44,47,49,2,4,1,2,0,1,2
1865,2009-01-23,5,17,37,38,44,47,12,4,2,1,1,0,2,2
1866,2009-01-20,5,13,22,29,34,42,37,3,3,1,1,2,1,1
1867,2009-01-17,1,15,16,28,29,47,37,4,2,1,2,2,0,1
1868,2009-01-15,6,9,10,12,24,32,30,1,5,3,1,1,1,0
1869,2009-01-13,12,15,36,40,41,49,42,3,3,0,2,0,2,2
1870,2009-01-11,3,7,16,19,44,47,31,4,2,2,2,0,0,2
1871,2009-01-08,18,19,22,33,42,46,7,2,4,0,2,1,1,2
1872,2009-01-06,9,14,23,30,42,45,19,3,3,1,1,2,0,2
1873,2009-01-03,2,10,16,21,22,30,26,1,5,2,1,3,0,0
1874,2008-12-30,4,8,18,29,40,47,9,2,4,2,1,1,1,1
1875,2008-12-27,2,17,19,21,24,34,18,3,3,1,2,2,1,0
1876,2008-12-23,22,24,26,29,33,48,46,2,4,0,0,4,1,1
1877,2008-12-21,6,13,20,26,34,40,10,1,5,1,2,1,2,0
1878,2008-12-18,2,22,27,31,40,46,13,2,4,1,0,2,2,1
1879,2008-12-16,21,29,32,36,38,44,43,2,4,0,0,2,3,1
1880,2008-12-13,1,7,27,36,40,48,13,3,3,2,0,1,2,1
1881,2008-12-11,1,10,11,41,47,48,20,4,2,2,1,0,0,3
1882,2008-12-09,7,14,21,43,44,47,35,4,2,1,1,1,0,3
1883,2008-12-07,4,9,17,26,28,30,1,2,4,2,1,3,0,0
1884,2008-12-04,8,10,28,35,37,47,12,3,3,2,0,1,2,1
1885,2008-12-02,3,13,29,30,31,43,8,5,1,1,1,2,1,1
1886,2008-11-29,5,6,27,33,36,37,48,4,2,2,0,1,3,0
1887,2008-11-27,4,6,14,21,36,46,41,1,5,2,1,1,1,1
1888,2008-11-25,3,9,18,38,46,48,13,2,4,2,1,0,1,2
1889,2008-11-22,1,3,4,17,24,28,7,3,3,3,1,2,0,0
1890,2008-11-20,4,13,31,36,40,41,49,3,3,1,1,0,3,1
1891,2008-11-18,5,11,18,28,29,32,10,3,3,1,2,2,1,0
1892,2008-11-15,2,5,8,24,32,37,35,2,4,3,0,1,2,0
1893,2008-11-13,9,10,20,33,34,43,42,3,3,2,1,0,2,1
1894,2008-11-11,17,19,20,27,32,35,11,4,2,0,3,1,2,0
1895,2008-11-09,1,4,6,15,24,48,43,2,4,3,1,1,0,1
1896,2008-11-06,5,6,28,35,42,43,4,3,3,2,0,1,1,2
1897,2008-11-03,1,8,20,25,38,43,39,3,3,2,1,1,1,1
1898,2008-11-01,11,17,19,23,32,44,25,4,2,0,3,1,1,1
1899,2008-10-30,5,13,23,33,37,40,39,5,1,1,1,1,3,0
1900,2008-10-28,3,10,11,13,26,48,9,3,3,2,2,1,0,1
1901,2008-10-25,3,13,18,20,22,30,39,2,4,1,3,2,0,0
1902,2008-10-23,5,9,19,21,27,46,37,5,1,2,1,2,0,1
1903,2008-10-21,1,8,9,32,35,37,14,4,2,3,0,0,3,0
1904,2008-10-18,3,6,7,9,32,35,24,4,2,4,0,0,2,0
1905,2008-10-16,6,21,31,40,42,44,7,2,4,1,0,1,2,2
1906,2008-10-14,11,14,19,21,41,44,31,4,2,0,3,1,0,2
1907,2008-10-11,8,11,35,37,38,46,27,3,3,1,1,0,3,1
1908,2008-10-09,1,2,12,19,27,38,41,3,3,2,2,1,1,0
1909,2008-10-07,4,10,26,34,46,49,5,1,5,2,0,1,1,2
1910,2008-10-04,4,14,16,19,22,35,9,2,4,1,3,1,1,0
1911,2008-10-02,13,17,20,29,32,42,15,3,3,0,3,1,1,1
1912,2008-09-30,11,26,27,39,40,47,34,4,2,0,1,2,2,1
1913,2008-09-27,7,17,33,36,39,44,31,4,2,1,1,0,3,1
1914,2008-09-25,1,4,15,16,29,46,30,3,3,2,2,1,0,1
1915,2008-09-20,4,5,10,27,28,49,46,3,3,3,0,2,0,1
1916,2008-09-18,2,17,34,38,46,49,33,2,4,1,1,0,2,2
1917,2008-09-16,4,9,14,25,36,40,45,2,4,2,1,1,2,0
1918,2008-09-13,3,8,9,16,34,46,42,2,4,3,1,0,1,1
1919,2008-09-11,2,8,12,20,25,49,34,2,4,2,2,1,0,1
1920,2008-09-09,3,7,15,23,29,48,5,5,1,2,1,2,0,1
1921,2008-09-06,4,10,18,22,23,38,35,1,5,2,1,2,1,0
1922,2008-09-04,7,17,22,26,31,42,12,3,3,1,1,2,1,1
1923,2008-09-02,9,13,16,22,24,31,18,3,3,1,2,2,1,0
1924,2008-08-30,2,8,10,37,44,49,22,2,4,3,0,0,1,2
1925,2008-08-28,1,21,27,31,34,38,10,4,2,1,0,2,3,0
1926,2008-08-26,2,13,19,25,30,43,44,4,2,1,2,2,0,1
1927,2008-08-23,3,9,10,20,25,34,41,3,3,3,1,1,1,0
1928,2008-08-21,1,3,20,21,35,37,46,5,1,2,1,1,2,0
1929,2008-08-19,7,19,24,26,32,39,20,3,3,1,1,2,2,0
1930,2008-08-16,14,25,32,38,43,46,35,2,4,0,1,1,2,2
1931,2008-08-14,16,20,23,27,41,46,6,3,3,0,2,2,0,2
1932,2008-08-12,10,11,15,26,28,31,43,3,3,1,2,2,1,0
1933,2008-08-09,8,15,19,21,32,42,10,3,3,1,2,1,1,1
1934,2008-08-07,3,17,23,24,30,47,26,4,2,1,1,3,0,1
1935,2008-08-05,6,11,16,38,42,49,40,2,4,1,2,0,1,2
1936,2008-08-02,4,6,8,11,33,35,25,3,3,3,1,0,2,0
1937,2008-07-31,1,8,25,33,34,41,28,4,2,2,0,1,2,1
1938,2008-07-29,7,15,25,34,35,38,6,4,2,1,1,1,3,0
1939,2008-07-26,9,10,12,13,41,48,6,3,3,2,2,0,0,2
1940,2008-07-24,5,15,29,31,38,45,48,5,1,1,1,1,2,1
1941,2008-07-22,10,29,33,40,43,45,8,4,2,1,0,1,2,2
1942,2008-07-19,1,18,24,29,35,46,2,3,3,1,1,2,1,1
1943,2008-07-17,15,18,25,27,38,47,2,4,2,0,2,2,1,1
1944,2008-07-15,9,17,19,24,38,47,3,4,2,1,2,1,1,1
1945,2008-07-12,5,21,25,27,38,40,11,4,2,1,0,3,2,0
1946,2008-07-10,5,12,17,18,41,44,32,3,3,1,3,0,0,2
1947,2008-07-08,15,18,19,21,24,26,36,3,3,0,3,3,0,0
1948,2008-07-05,2,6,7,15,20,38,14,2,4,3,2,0,1,0
1949,2008-07-02,3,21,26,29,31,48,1,4,2,1,0,3,1,1
1950,2008-06-29,1,2,7,19,28,34,5,3,3,3,1,1,1,0
1951,2008-06-27,8,33,39,40,46,48,24,2,4,1,0,0,3,2
1952,2008-06-24,8,9,22,27,29,42,38,3,3,2,0,3,0,1
1953,2008-06-21,1,5,13,29,34,44,25,4,2,2,1,1,1,1
1954,2008-06-19,2,11,18,26,39,45,24,3,3,1,2,1,1,1
1955,2008-06-17,3,5,6,13,31,32,15,4,2,3,1,0,2,0
1956,2008-06-14,3,15,19,40,41,44,13,4,2,1,2,0,1,2
1957,2008-06-12,4,6,9,15,22,37,3,3,3,3,1,1,1,0
1958,2008-06-10,2,7,11,20,29,45,48,4,2,2,2,1,0,1
1959,2008-06-07,6,11,14,23,39,45,10,4,2,1,2,1,1,1
1960,2008-06-03,5,32,33,40,41,49,30,4,2,1,0,0,3,2
1961,2008-05-31,11,26,31,34,36,42,13,2,4,0,1,1,3,1
1962,2008-05-29,1,6,27,39,44,49,36,4,2,2,0,1,1,2
1963,2008-05-27,22,23,24,28,29,43,6,3,3,0,0,5,0,1
1964,2008-05-24,1,5,12,14,19,31,45,4,2,2,3,0,1,0
1965,2008-05-22,1,19,23,29,34,41,15,5,1,1,1,2,1,1
1966,2008-05-20,1,4,6,23,25,47,49,4,2,3,0,2,0,1
1967,2008-05-17,3,18,24,45,46,48,31,2,4,1,1,1,0,3
1968,2008-05-15,7,21,22,38,45,47,40,4,2,1,0,2,1,2
1969,2008-05-13,8,19,26,34,37,40,29,2,4,1,1,1,3,0
1970,2008-05-10,5,6,27,41,47,49,40,5,1,2,0,1,0,3
1971,2008-05-08,16,24,31,35,37,49,39,4,2,0,1,1,3,1
1972,2008-05-06,7,8,13,26,28,49,17,3,3,2,1,2,0,1
1973,2008-05-03,1,3,4,5,37,39,8,5,1,4,0,0,2,0
1974,2008-04-29,20,22,24,25,40,41,35,2,4,0,1,3,1,1
1975,2008-04-26,13,15,17,19,24,32,9,4,2,0,4,1,1,0
1976,2008-04-24,8,12,13,25,31,35,21,4,2,1,2,1,2,0
1977,2008-04-22,8,14,31,36,40,46,9,1,5,1,1,0,3,1
1978,2008-04-19,7,10,16,19,42,46,20,2,4,2,2,0,0,2
1979,2008-04-17,7,10,11,27,31,48,5,4,2,2,1,1,1,1
1980,2008-04-15,8,25,31,38,43,48,23,3,3,1,0,1,2,2
1981,2008-04-13,1,9,22,23,34,38,24,3,3,2,0,2,2,0
1982,2008-04-08,11,13,21,36,39,40,43,4,2,0,2,1,3,0
1983,2008-04-03,1,6,17,28,36,41,31,3,3,2,1,1,1,1
1984,2008-04-01,15,16,27,40,44,49,31,3,3,0,2,1,1,2
1985,2008-03-29,6,9,30,32,39,48,4,2,4,2,0,1,2,1
1986,2008-03-27,3,4,16,32,45,48,23,2,4,2,1,0,1,2
1987,2008-03-25,7,14,15,22,25,35,32,4,2,1,2,2,1,0
1988,2008-03-22,13,18,32,38,48,49,40,2,4,0,2,0,2,2
1989,2008-03-20,4,12,22,26,33,45,8,2,4,1,1,2,1,1
1990,2008-03-18,13,23,28,30,37,44,49,3,3,0,1,3,1,1
1991,2008-03-15,8,10,21,22,30,47,28,2,4,2,0,3,0,1
1992,2008-03-13,12,28,31,33,36,44,7,2,4,0,1,1,3,1
1993,2008-03-11,5,13,15,23,28,40,17,4,2,1,2,2,1,0
1994,2008-03-08,16,25,31,36,38,49,29,3,3,0,1,1,3,1
1995,2008-03-06,7,12,24,25,39,44,27,3,3,1,1,2,1,1
1996,2008-03-04,2,5,13,20,21,49,36,4,2,2,2,1,0,1
1997,2008-03-02,5,7,22,30,32,35,13,3,3,2,0,2,2,0
1998,2008-02-28,6,8,13,17,35,49,45,4,2,2,2,0,1,1
1999,2008-02-26,9,20,23,30,34,39,13,3,3,1,1,2,2,0
2000,2008-02-23,2,9,14,24,33,47,48,3,3,2,1,1,1,1
2001,2008-02-21,18,22,24,27,30,48,3,1,5,0,1,4,0,1
2002,2008-02-19,5,15,29,32,38,39,31,4,2,1,1,1,3,0
2003,2008-02-16,2,5,8,22,29,41,28,3,3,3,0,2,0,1
2004,2008-02-14,4,6,15,29,33,39,18,4,2,2,1,1,2,0
2005,2008-02-12,12,23,31,37,40,45,35,4,2,0,1,1,3,1
2006,2008-02-10,7,24,26,30,32,39,47,2,4,1,0,3,2,0
2007,2008-02-08,2,16,30,31,38,48,36,1,5,1,1,1,2,1
2008,2008-02-05,3,6,36,40,43,48,8,2,4,2,0,0,2,2
2009,2008-02-03,1,34,36,37,42,46,39,2,4,1,0,0,3,2
2010,2008-01-31,24,32,41,42,48,49,10,2,4,0,0,1,1,4
2011,2008-01-29,16,22,24,33,43,44,29,2,4,0,1,2,1,2
2012,2008-01-26,13,15,19,22,33,38,39,4,2,0,3,1,2,0
2013,2008-01-24,10,23,26,38,42,46,29,1,5,1,0,2,1,2
2014,2008-01-22,9,16,17,30,33,49,41,4,2,1,2,1,1,1
2015,2008-01-19,4,7,8,20,32,34,24,1,5,3,1,0,2,0
2016,2008-01-17,8,19,24,35,36,40,23,2,4,1,1,1,3,0
2017,2008-01-15,10,11,15,18,37,45,26,4,2,1,3,0,1,1
2018,2008-01-13,8,13,18,22,26,42,43,1,5,1,2,2,0,1
2019,2008-01-10,4,20,36,42,46,47,22,1,5,1,1,0,1,3
2020,2008-01-08,2,9,14,24,40,45,3,2,4,2,1,1,1,1
2021,2008-01-05,3,11,14,32,33,42,15,3,3,1,2,0,2,1
2022,2008-01-03,5,8,36,39,42,46,14,2,4,2,0,0,2,2
